type,german,english,example_de,example_en,date_last_used,times_used,notes,subtype
verb_prep,verzichten auf (+Akk),to do without / to give up / to forgo,"Der Arzt rät ihr, auf Zucker zu verzichten.",,,0,,Verb + Präp.
verb_prep,Vorbereitungen treffen für (+Akk),to make preparations for,Hedda Aziz und ihr Kollege treffen Vorbereitungen für eine Dienstreise.,,2026-09-03,1,from uploaded list,Verb + Präp.
verb_prep,warnen vor (+Dat),to warn against,Der Arzt warnte ihn eindringlich vor den Risiken eines ungesunden Lebensstils.,,,0,,Verb + Präp.
verb_prep,warten auf (+Akk),to wait for,Sonst hätte ich eine halbe Stunde auf den nächsten Zug warten müssen.,Otherwise I would have had to wait half an hour for the next train.,,0,,Verb + Präp.
verb_prep,Zeit haben für (+Akk),have time for,Fadi Samet hat keine Zeit für Hobbys.,,,0,from uploaded list,Verb + Präp.
verb_prep,zu Ende bringen (+Akk),finish / bring to a close,Wir müssen die Arbeit heute zu Ende bringen.,,,0,"functional verb phrase (Funktionsverbgefüge), from uploaded list",Verb + Präp.
verb_prep,zu tun haben mit (+Dat),to have to do with,"Vielleicht hat es ein bisschen damit zu tun, dass ich auf einmal Bock bekommen habe, mich anzustrengen.",Maybe it has something to do with the fact that I suddenly felt like making an effort.,,0,,Verb + Präp.
verb_prep,zubereiten aus (+Dat),to prepare from / to make from,"Unser Nationalgericht wird aus Kartoffeln, Zwiebeln, Schweinefleisch und Rotkohl zubereitet.",,,0,,Verb + Präp.
verb_prep,zum Abschluss bringen (+Akk),complete / bring to a conclusion,Das Projekt wurde letztes Jahr zum Abschluss gebracht.,,,0,"functional verb phrase (Funktionsverbgefüge), from uploaded list",Verb + Präp.
verb_prep,zum Lachen bringen (+Akk),to make someone laugh,Mit seinen Geschichten brachte er die ganze Gruppe zum Lachen.,,,0,"functional verb phrase (Funktionsverbgefüge), from uploaded list",Verb + Präp.
verb_prep,zur Rede stellen (+Akk),to call someone to account / to confront someone,Die Eltern stellten die Kinder zur Rede.,,,0,"functional verb phrase (Funktionsverbgefüge), from uploaded list",Verb + Präp.
verb_prep,zur Verantwortung ziehen für (+Akk),to hold accountable for,Der Mitarbeiter wurde für den Fehler zur Verantwortung gezogen.,,2026-08-31,1,"functional verb phrase (Funktionsverbgefüge), from uploaded list",Verb + Präp.
verb_prep,zur Verfügung stehen für (+Akk),to be available for,Malaika Hadrawi steht für Schichtdienste zur Verfügung.,,,0,"functional verb phrase (Funktionsverbgefüge), from uploaded list",Verb + Präp.
verb_prep,zuzwinkern (+Dat),to wink at (someone),,,,0,"governs dative, no preposition, but grouped here as a fixed valence pattern",Verb + Präp.
verb_prep,zweifeln an (+Dat),to doubt / to have doubts about,Manchmal zweifelt Dimitra Papadopoulou an ihrer Entscheidung zur Auswanderung.,,2026-08-27,1,,Verb + Präp.
verb_prep,zählen zu (+Dat),to count among / to be considered as,Der Schwarzwald zählt zu den beliebtesten Reisezielen in Deutschland.,,,0,,Verb + Präp.
noun_prep,außer Puste (sein),to be out of breath,Ben ist schon außer Puste.,Ben is already out of breath.,,0,corrected from 'sein außer Puste',Nomen + Präp.
noun_prep,das Einverständnis mit (+Dat),the agreement / consent to,Bei der Vertragsunterzeichnung haben Sie Ihr Einverständnis mit den Lieferbedingungen erklärt.,,,0,,Nomen + Präp.
noun_prep,das Entsetzen über (+Akk),the horror / dismay at,Das Entsetzen über die Kündigung von 50 Mitarbeitern betraf die ganze Firma.,,,0,,Nomen + Präp.
noun_prep,das Erstaunen über (+Akk),the astonishment / amazement at,Das Erstaunen über das deutsche Essen war bei Nhan Nguyen anfangs groß.,,2026-08-28,1,,Nomen + Präp.
noun_prep,das Glück über (+Akk),the happiness / delight about,Das Glück über die Geburt des Kindes ist unbeschreiblich.,,,0,,Nomen + Präp.
noun_prep,das Interesse an (+Dat),interest in,Vielen Dank für Ihr Interesse an unseren Produkten.,,,0,,Nomen + Präp.
noun_prep,das Misstrauen gegenüber (+Dat),the mistrust / suspicion towards,Das Misstrauen ihres Sohnes gegenüber den Erzieherinnen im Kindergarten kann Malaika nicht verstehen.,,,0,,Nomen + Präp.
noun_prep,das Vertrauen auf (+Akk)/in (+Akk),the trust / confidence in,Das Vertrauen auf eine gute Zukunft ist bei Silvia fest verankert.,,,0,,Nomen + Präp.
noun_prep,der Bericht über (+Akk),report about/on,Der Bericht über die Entwicklung der Firma war etwas langweilig.,,,0,,Nomen + Präp.
noun_prep,der Hinweis auf (+Akk),the reference / indication / hint to,Fayyad Hadji hat einem Freund einen Hinweis auf eine Stellenausschreibung gegeben.,,,0,,Nomen + Präp.
noun_prep,der Inhalt von (+Dat),the content / contents of,"Der Inhalt vom Artikel ""Alles in Lot"" hat mir Anregungen gegeben.",,2026-09-04,1,,Nomen + Präp.
noun_prep,der Neid auf (+Akk),the envy of,Neid auf seine Nachbarn ist Nhan Nguyen fremd.,,,0,,Nomen + Präp.
noun_prep,der Nutzen für (+Akk),the benefit / use for,Bei unseren neuen Produkten muss der Nutzen für die Gesundheit hervorgehoben werden.,,,0,,Nomen + Präp.
noun_prep,der Protest gegen (+Akk),protest against,Der Protest der Belegschaft gegen die Lohnkürzungen hat nichts genützt.,,,0,,Nomen + Präp.
noun_prep,der Reichtum an (+Dat),the richness / abundance of,Deutschland ist für seinen Reichtum an Wasser bekannt.,,,0,,Nomen + Präp.
noun_prep,der Schaden für (+Akk),the damage / harm to,Der Schaden für das Unternehmen beträgt 25.000 €.,,,0,,Nomen + Präp.
noun_prep,der Stolz auf (+Akk),pride in,Petra Münzbergs Stolz auf ihre finanzielle Unabhängigkeit ist groß.,,,0,,Nomen + Präp.
noun_prep,der Traum von (+Akk),dream of,Caroline Youssi möchte ihren Traum von einer Reise nach Paris verwirklichen.,,2026-09-03,1,,Nomen + Präp.
noun_prep,der Zusammenhang,context / connection,,,,0,commonly used with 'mit' (Zusammenhang mit),Nomen + Präp.
noun_prep,der Zweifel an (+Dat),the doubt about,Malaikas Freundin hat große Zweifel an de Treue ihres Mannes.,,,0,,Nomen + Präp.
noun_prep,der Ärger auf (+Akk)/über (+Akk),anger at/about,Den Arger aut die Mutter über das Fernsenverbot konnte man dem Jungen ansehen.,,,0,,Nomen + Präp.
noun_prep,die Abhängigkeit von (+Dat),the dependence on,Die Abhängigkeit vom Geld des Jobcenters fand Petra Münzberg schlimm.,,,0,,Nomen + Präp.
noun_prep,die Aggressivität zu (+Dat)/gegen (+Akk),the aggressiveness towards,"Weder die Aggressivität von Kunden zu Verkäufern, noch die von Verkäufern gegen Kunden ist tolerierbar.",,,0,,Nomen + Präp.
noun_prep,die Angewiesenheit auf (+Akk),the dependence / reliance on,Die Angewiesenheit auf Sozialleistungen belastet den Familienvater.,,,0,,Nomen + Präp.
noun_prep,die Anwesenheit bei (+Dat),the presence at,Für alle Auszubildenden ist die Anwesenheit bei dieser Veranstaltung verpflichtend,,,0,,Nomen + Präp.
noun_prep,die Armut an (+Dat),the lack / poverty of,Die Armut an Lebensmitteln und Trinkwasser ist in vielen ländern ein ernstes Problem.,,,0,,Nomen + Präp.
noun_prep,die Begeisterung von (+Dat)/für (+Dat),the enthusiasm for,Die Begeisterung von Toma Popescu für Fußball ist groß.,,2026-09-04,1,,Nomen + Präp.
noun_prep,die Bekanntheit bei (+Dat)/für (+Akk),the fame / recognition among / for,Manchmal ist Fadi Samet seine Bekanntheit bei den Flüchtlingen für seine guten Übersetzungen zu viel,,2026-09-03,1,,Nomen + Präp.
noun_prep,die Beliebtheit bei (+Dat),the popularity with,Süßigkeiten sind für ihre Beliebtheit bei Kindern bekannt.,,,0,,Nomen + Präp.
noun_prep,die Bereitschaft zu (+Dat),the willingness / readiness to,Als Feuerwehrmann müssen Sie über die Bereitschaft zur Schichtarbeit verfügen.,,,0,,Nomen + Präp.
noun_prep,die Beruhigung über (+Akk),the relief / reassurance about,"Die Beruhigung darüber, endlich in Sicherheit zu leben, lässt sich nicht in Worte fassen.",,,0,,Nomen + Präp.
noun_prep,die Berühmtheit für (+Akk),the fame / renown for,Die Berühmtheit Deutschlands für Autos ist weltweit ausgeprägt.,,,0,,Nomen + Präp.
noun_prep,die Beschäftigung mit (+Dat)/bei (+Dat),the occupation / engagement with / at,Die Beschäftigung mit Tieren erfordert Geduld./ Eine Beschäftigung bei dieser Firma ist gut bezahlt.,,,0,,Nomen + Präp.
noun_prep,die Beteiligung an (+Dat),the participation / involvement in,Die aktive Beteiligung jedes Teams an der Planung des Betriebsausflugs wird erwartet.,,,0,,Nomen + Präp.
noun_prep,die Beunruhigung über (+Akk),the concern / unease about,Die Beunruhigung über das Verschwinden des Hundes war groß.,,,0,,Nomen + Präp.
noun_prep,die Bezeichnung für (+Akk)/als (+Akk),the term / designation for / as,"Die Bezeichnung „Schrippe"" für Brötchen ist Vielen unbekannt/Seine Bezeichnung als Anwalt ist ungültig.",,,0,,Nomen + Präp.
noun_prep,die Dankbarkeit für (+Akk),gratitude for,Die Patientin drückte ihre Dankbarkeit für die gute Behandlung mit einem Blumenstrauß aus.,,,0,,Nomen + Präp.
noun_prep,die Eifersucht auf (+Akk),the jealousy of,Die Eifersucht auf die Kollegen seiner Frau kann der Mann nicht verbergen.,,,0,,Nomen + Präp.
noun_prep,die Eignung zu (+Dat)/für (+Akk),the suitability / aptitude for,Seine Eignung zum Bedienen der Maschinen muss er zuerst nachweisen./ Der Arbeitgeber benötigt einen Nachweis der Eignung für diese Tätigkeit.,,,0,,Nomen + Präp.
noun_prep,die Empörung über (+Akk),the outrage / indignation at,Die Empörung über die ungerechte Entscheidung des Schuldirektors war bei den Schülern groß.,,,0,,Nomen + Präp.
noun_prep,die Entfernung von (+Dat),the distance / removal from,Die Entfernung von ihrer Heimat ist für Dimitra Papadopoulou manchmal zu groß.,,,0,,Nomen + Präp.
noun_prep,die Entscheidung für/gegen/über (+Akk),decision for/against/about,Die Entscheidung für die Arbeit im Hotel hat Malaika Hadrawi nie bereut.,,,0,,Nomen + Präp.
noun_prep,die Entschlossenheit zu (+Dat),the determination / resolve to,Bei Bränden ist die Entschlossenheit zu schnellem Handeln äußerst wichtig.,,,0,,Nomen + Präp.
noun_prep,die Enttäuschung über (+Akk),the disappointment about,Die Enttäuschung über das schlechte Wetter beeinträchtigte den Urlaub.,,,0,,Nomen + Präp.
noun_prep,die Erfahrung in (+Dat)/mit (+Dat),experience in/with,Die Erfahrungen mit den Gästen im Altstadthotel haben Malaika Hadrawi sehr gefallen.,,,0,,Nomen + Präp.
noun_prep,die Freiheit von (+Dat),the freedom from,Endlich habe ich die Freiheit von Geldsorgen erreicht!,,2026-08-31,1,,Nomen + Präp.
noun_prep,die Freude auf/über (+Akk),the joy in (anticipated) / about (past),Die Freude über den Anruf der Freunde und auf deren baldigen Besuch war groß.,,,0,,Nomen + Präp.
noun_prep,die Freundlichkeit zu/gegenüber (+Dat),friendliness to/towards,Zu den Aufgaben des Busfahrers zählt die Freundlichkeit zu den Fahrgästen./ Die Freundlichkeit der Kellnerin gegenüber den Gästen war erstaunlich.,,,0,,Nomen + Präp.
noun_prep,die Freundschaft mit (+Dat)/zwischen (+Dat),friendship with/between,Die Freundschaft mit Maria ist Julia sehr wichtig./Die Freundschaft zwischen Maria und Julia ist unerschüttenich.,,,0,,Nomen + Präp.
noun_prep,die Fähigkeit zu (+Dat),the ability / capacity to,Die Fähigkeit zu strategischem Denken ist in Positionen der Geschäftsführung unverzichtbar.,,,0,,Nomen + Präp.
noun_prep,die Fülle an (+Dat),the abundance / wealth of,Die Fülle an Brotsorten in Deutschland findet Nhan Nguyen beeindruckend.,,,0,,Nomen + Präp.
noun_prep,die Gewöhnung an (+Akk),the habituation / getting used to,Die Gewöhnung an die neue Umgebung ging bei den Kindern schell.,,,0,,Nomen + Präp.
noun_prep,die Gleichgültigkeit gegenüber (+Dat),the indifference towards,Die Gleichgültigkeit ihres Mannes gegenüber ihrem Hobby ärgert sie.,,2026-08-27,1,,Nomen + Präp.
noun_prep,die Heirat mit (+Dat),marriage to,Anitas Heirat mit ihrem Mann fand in Buenos Aires statt.,,,0,,Nomen + Präp.
noun_prep,die Hoffung auf (+Akk),the hope for,Die Familie gibt die Hoffnung auf eine Rückkehr in die Heimat nicht auf.,,,0,,Nomen + Präp.
noun_prep,die Investition in (+Akk),the investment in,Die Investition in die neuen Maschinen hat sich für die Firma ausgezahlt.,,2026-09-03,1,,Nomen + Präp.
noun_prep,die Konzentration auf (+Akk),the concentration / focus on,Für Elektroniker ist die Konzentration auf kleinste Details wichtig.,,,0,,Nomen + Präp.
noun_prep,die Liebe zu (+Dat),the love of / for,Aus Liebe zu Tieren gründete sie ein Tierheim.,,2026-08-31,1,,Nomen + Präp.
noun_prep,die Müdigkeit von (+Dat),the tiredness / fatigue from,Sie fühlten lange die Müdigkeit von der anstrengenden Reise.,,,0,,Nomen + Präp.
noun_prep,die Neugier(de) auf (+Akk),the curiosity about,Die Neugierde auf die Erzählungen des Großvaters ist bei den Kindern groß.,,,0,,Nomen + Präp.
noun_prep,die Offenheit für (+Akk),the openness to,Die Offenheit für andere Kulturen und Sprachen hat Fadi Samet sehr geholfen.,,,0,,Nomen + Präp.
noun_prep,die Reaktion auf (+Akk),the reaction / response to,Die Reaktion der Geschäftsführung auf die Proteste war verständnisvoll.,,,0,,Nomen + Präp.
noun_prep,die Schuld an (+Dat),the guilt / blame for,Die Schuld an dem Unfall trägt der Fahrer des gelben BMW.,,2026-08-28,1,,Nomen + Präp.
noun_prep,die Schuld geben an (+Dat),to put the blame on,Der Mann gab der Frau die Schuld an dem Streit.,,,0,,Nomen + Präp.
noun_prep,die Spannung auf (+Akk),the anticipation / excitement about,Die Spannung auf den neuen Hollywoodfilm ist unerträglich.,,,0,,Nomen + Präp.
noun_prep,die Spezialisierung auf (+Akk),the specialisation in,Die Spezialisierung auf Autoreifen ist bei diesem Unternehmen der Schlüssel zum Erfolg.,,2026-08-28,1,,Nomen + Präp.
noun_prep,die Suche nach (+Dat),search for,Die Suche nach einer Wohnung war für Hedda Aziz und ihre Familie schwer.,,2026-08-27,1,,Nomen + Präp.
noun_prep,die Teilnahme an (+Dat),participation in,Die Teilnahme an Firmenfeiern ist erwünscht.,,,0,,Nomen + Präp.
noun_prep,die Tendenz zu (+Dat),the tendency towards,"Sie weiß nicht, welche Bluse sie kaufen soll. Ihre Tendenz geht zu der grünen.",,,0,,Nomen + Präp.
noun_prep,die Trauer über (+Akk),the grief / sadness about,Die Trauer über den Tod der Großmutter ist kaum auszuhalten.,,,0,,Nomen + Präp.
noun_prep,die Traurigkeit über (+Akk),sadness about,Die Traurigkeit über den Verlust der Arbeitsstelle hat sie mittlerweile überwunden.,,,0,,Nomen + Präp.
noun_prep,die Unabhängigkeit von (+Dat),independence from,Die finanzielle Unabhängigkeit von ihrem Mann ist der neuen Kollegin wichtig.,,,0,,Nomen + Präp.
noun_prep,die Unannehmlichkeit für (+Akk),the inconvenience / trouble for,Die Verspätung des Zuges verursachte Unannehmlichkeiten für die Reisenden.,,2026-08-31,1,,Nomen + Präp.
noun_prep,die Unbeliebtheit bei (+Dat),the unpopularity with,Die Unbeliebheit von Routineaufgaben bei einigen Mitarbeitern ist bekannt.,,,0,,Nomen + Präp.
noun_prep,die Unerfahrenheit in (+Dat),the inexperience in,Seine anfängliche Unerfahrenheit im Führen von Beratungsgesprächen war für Fayyad Hadji ein Problem.,,,0,,Nomen + Präp.
noun_prep,die Unfreundlichkeit zu (+Dat),unfriendliness to,Die Unfreundlichkeit mancher Gäste zum Hotelpersonal ärgern Malaika Hadrawi.,,,0,,Nomen + Präp.
noun_prep,die Unglücklichkeit über (+Akk),unhappiness about,Seine Unglücklichkeit über den Verlust seiner Arbeitsstelle kann kaum etwas lindern.,,,0,,Nomen + Präp.
noun_prep,die Unschuld an (+Dat),the innocence of,Anitas Unschuld an dem Autounfall ist eindeutig.,,2026-09-02,1,,Nomen + Präp.
noun_prep,die Unterteilung in (+Dat),the division / subdivision into,Die Unterteilung des Schulsystems in unterschiedliche Schulformen ist nicht leicht zu verstehen.,,,0,,Nomen + Präp.
noun_prep,die Unzufriedenheit mit (+Dat),dissatisfaction with,Die Unzufriedenheit mit den beruflichen Aussichten waren der Grund für Toma Popescus Umzug nach Deutschland.,,,0,,Nomen + Präp.
noun_prep,die Verantwortlichkeit für (+Akk),the accountability / responsibility for,Die Verantwortlichkeiten für die einzelnen Aufgabenbereiche sind in der Firma klar geregelt.,,2026-09-02,1,,Nomen + Präp.
noun_prep,die Verantwortung für (+Akk),the responsibility for,Die Verantwortung für ihren Sohn empfindet Malaika Hadrawi als Herausforderung.,,,0,,Nomen + Präp.
noun_prep,die Verpflichtung zu (+Dat)/für (+Akk),the obligation / commitment to / for,Mit diesem Vertrag sind Sie eine Verpflichtung zu regelmäßigen Zahlungen eingegangen. / Es besteht eine Verpflichtung für ein Jahr.,,,0,,Nomen + Präp.
noun_prep,die Verwunderung über (+Akk),the astonishment / puzzlement at,Die Verwunderung über die Gehaltserhöhung war groß.,,,0,,Nomen + Präp.
noun_prep,die Vorbereitung auf (+Akk),the preparation for,Hedda Aziz investierte viel Zeit in die Vorbereitung auf die Deutschprüfung.,,,0,,Nomen + Präp.
noun_prep,die Werbung für (+Akk),advertising for,Ist in Ihrem Heimatland die Werbung für Zigaretten erlaubt?,,2026-08-27,1,,Nomen + Präp.
noun_prep,die Wichtigkeit für (+Akk),the importance / significance for,Die Wichtigkeit von Fremdsprachenkenntnissen ist für die Hotel- und Gaststättenbranche beträchtich.,,2026-09-04,1,,Nomen + Präp.
noun_prep,die Wirkung auf (+Akk),effect on,Die Wirkung dieses Medikaments auf Menschen ist noch nicht erforscht.,,,0,,Nomen + Präp.
noun_prep,die Wut auf (+Akk)/über (+Akk),anger at/about,Er hat immer noch Wut auf den alten Chef und über dessen Ungerechtigkeit.,,,0,,Nomen + Präp.
noun_prep,die Zufriedenheit mit (+Dat),satisfaction with,Die Zufriedenheit mit seiner Tätigkeit sieht man Fadi Samet an.,,,0,,Nomen + Präp.
noun_prep,die Überzeugung von (+Dat),the conviction / belief in,Meine zukünftige Partnerin muss meine Überzeugungen von einem guten Leben teilen.,,,0,,Nomen + Präp.
noun_prep,im Vergleich zu (+Dat),in/by comparison to,Die Tiere sind im Vergleich zu anderem Spielzeug nicht so günstig.,"Compared to other toys, the animals aren't that cheap.",,0,,Nomen + Präp.
noun_prep,in der Gegend,in the area,,,2026-09-02,1,,Nomen + Präp.
noun_prep,zum Trotz (+Dat),in spite of / in defiance of,,,,0,postposition: noun + Dat + trotz,Nomen + Präp.
other,"..., gell?","..., right? / isn't it?",,,,0,regional (SW Germany/Bavaria/Austria),Redemittel
other,abhängig von (+Dat),dependent on,Die Lieferdauer ist abhängig von der Bestellmenge.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,Abläufe dokumentieren,to document processes / procedures,Zur Qualitätssicherung werden die Arbeitsabläufe kleinschrittig dokumentiert.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,absitzen,to sit out (e.g. a sentence),,,,0,,Wortschatz
other,abzocken,to swindle / rip off (someone),Die Reifenhändler zocken mich total ab!,The tire dealers are totally ripping me off!,,0,,Wortschatz
other,anbieten,to offer,,,,0,,Wortschatz
other,Anerkennung genießen,to enjoy recognition / appreciation,Feuerwehrleute und Ärzte genießen in Deutschland die höchste Anerkennung,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,angenehm für (+Akk),pleasant for / agreeable to,Unser Treffen auf der Messe war für mich sehr angenehm.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,angesehen bei (+Dat),respected by / well regarded among,Er ist bei seinen Kunden sehr angesehen.,,2026-08-31,1,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,angewiesen auf (+Akk),dependent on / reliant on,Ich bin auf Ihre Hilfe angewiesen.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,anscheinend,apparently,,,,0,,Wortschatz
other,anschubsen,to give a push,Kannst du mich auf der Schaukel anschubsen?,Can you push me on the swing?,,0,,Wortschatz
other,ansprechend,appealing,,,,0,,Wortschatz
other,Ansprüche stellen,to make demands / to have expectations,Sie stellt hohe Ansprüche an sich selbst und an ihre Mitarbeiter.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,antworten (auf) (+Dat),to answer / to respond (to),Sie antwortete ruhig auf die provokante Frage des Journalisten.,,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,anvertrauen (+Dat/+Akk),to entrust / to confide,Sie vertraute ihm ihr größtes Geheimnis an.,,2026-09-02,1,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,Arbeit erledigen,finish/complete work,Diese Woche erledige ich die Arbeit.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,auf eine bestimmte Art und Weise,in a certain way,,,,0,,Redemittel
other,auf einer Wellenlänge sein,to be on the same wavelength,,,,0,,Redewendung
other,auf einmal,all at once / suddenly,Muss man 50 Frösche auf einmal essen?,Do you have to eat 50 frogs all at once?,,0,corrected 'Frosches' -> 'Frösche',Wortschatz
other,auf meine/ihre/seine Art,in my/her/his own way,Sie macht es auf ihre Art.,She does it her own way.,,0,,Redemittel
other,aufgepeppt,peppep up / spiced up,,,,0,past participle of aufpeppen (to pep up / liven up),Wortschatz
other,aufhören,to stop / end,,,,0,,Wortschatz
other,Aufmerksamkeit schaffen,to draw / create attention,,,,0,,Redemittel
other,ausgegossen,poured out,,,,0,,Wortschatz
other,auswendig,by heart / from memory,,,,0,merged duplicates,Wortschatz
other,außer Frage stehen,to be beyond question / out of the question,"Es steht außer Frage, dass Maurer ein anstrengender Beruf ist.",,2026-09-02,1,"idiomatic verb phrase, from uploaded list",Redewendung
other,außerdem,besides / moreover,Deine schmutzigen Socken stinken außerdem.,"Besides, your dirty socks stink.",,0,,Wortschatz
other,außergewöhnlich,extraordinary,Momentan befinden wir uns auf einem außergewöhnlichen Hoch.,At the moment we're at an extraordinary high.,,0,corrected inflected form to base adjective,Wortschatz
other,bares Geld verschenken,to throw away money (literally: give away cash),"Wer sein Zahngold weiter aufbewahrt, verschenkt bares Geld.",Whoever keeps holding onto their dental gold is throwing away cash.,,0,,Redewendung
other,barmherzig,merciful,,,,0,,Wortschatz
other,baumeln,to dangle,,,2026-08-27,1,,Wortschatz
other,beantworten (+Dat/+Akk),to answer / to reply to,Er beantwortete alle Fragen geduldig und ausführlich.,,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,beeindruckend,impressive,,,2026-09-02,1,,Wortschatz
other,befragen (+Akk),to question / to interview,Die Polizei befragte mehrere Zeugen zu dem Vorfall.,,2026-08-27,1,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,befreundet mit (+Dat),friends with,Fayyad Hadji ist mit seinen Nachbarn befreundet.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,begeistert,enthusiastic,Sie sind begeistert.,They are enthusiastic.,,0,,Wortschatz
other,begeistert von (+Dat),enthusiastic about / thrilled by,Die Kundin ist begeistert von dem Gebrauchtwagen.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,begleiten,to accompany,Der Elternteil hat das Kind begleitet.,The parent accompanied the child.,,0,,Wortschatz
other,beglückwünschen (zu) (+Akk),to congratulate (on),Ich möchte dich herzlich zu deiner Beförderung beglückwünschen.,,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,beherrschen,to master,,,,0,,Wortschatz
other,behutsam,"careful, gentle, cautious",,,,0,"corrected gloss from 'kindly' — behutsam means gentle/cautious, not kind",Wortschatz
other,beistehen (+Dat),to support / to stand by,In schwierigen Zeiten stand sie ihrer besten Freundin treu bei.,,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,bekannt für (+Akk)/mit (+Dat),known for / familiar with,Die Firma ist für gute Schuhe und Taschen bekannt./ Anita Jiménez ist mit Herrn Breitner bekannt.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,bekommen,to get / receive (neutral),,,,0,,Wortschatz
other,bekämpfen,to fight / combat,,,,0,,Wortschatz
other,beliebt bei (+Dat),popular with,Anita Jiménez ist bei ihren Kollegen beliebt.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,bemerken,to notice,,,,0,,Wortschatz
other,beneiden (um) (+Akk),to envy (for),Sie beneidet ihre Schwester um ihre Selbstsicherheit.,,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,beobachten,to observe,,,,0,,Wortschatz
other,bereit zu (+Dat),ready for / willing to,Der Händler ist zu Preisverhandlungen bereit.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,berühmt für (+Akk),famous for / renowned for,Dimitra Papadopoulous Heimatland ist berühmt für seine Geschichte.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,berühren,to touch,Andere Menschen zu berühren.,To touch other people.,,0,,Wortschatz
other,Bescheid bekommen,to be informed / to receive word,Haben Sie noch etwas Geduld. Sie bekommen bald Bescheid.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,beschädigt,damaged,War der Akku beschädigt oder leer?,Was the battery damaged or empty?,,0,,Wortschatz
other,beschäftigt mit (+Dat),busy with / occupied with,Nhan hat sich beruflich mit medizinischen Geräten beschäftigt.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,besorgt über (+Akk)/um (+Akk),concerned about / worried about,Caroline Youssri ist besorgt über ihre berufliche Zukunft./ Toma Popescu ist besorgt um seine Mutter.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,bestreuen,to sprinkle,Bestreuen Sie das Gericht vor dem Servieren mit Petersilie.,Sprinkle the dish with parsley before serving.,,0,corrected 'Petersilien' -> 'Petersilie',Wortschatz
other,besuchen (+Akk),to visit,Er besucht seine Großeltern jeden Sonntag zum Mittagessen.,,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,beteiligt an (+Dat),involved in / participating in,Sehr viele Mitarbeiter haben sich an der Organisation der Weihnachtsfeier beteiligt.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,betreten,to enter / step onto,Betreten auf eigene Gefahr.,Enter at your own risk.,,0,,Wortschatz
other,betrügen,to cheat,,,,0,corrected spelling 'beterügen',Wortschatz
other,beunruhigt über (+Akk),troubled by / unsettled about,Hedda Aziz ist beunruhigt über die Nachrichten aus ihrem Heimatland.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,bevor,before,,,,0,,Wortschatz
other,bevorzugt,favored / preferred,,,,0,corrected from non-standard 'bevorteilt',Wortschatz
other,bewegend,moving / touching,,,,0,"corrected from 'Bewegt'; note bewegt (adj) = eventful/moved, bewegend = moving/touching",Wortschatz
other,bewilligen (+Dat/+Akk),to approve / to grant,Der Antrag auf Förderung wurde vom Amt bewilligt.,,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,beängstigend,frightening,,,2026-08-28,1,,Wortschatz
other,bieten (+Dat/+Akk),to offer / to provide,Das Hotel bietet seinen Gästen einen hervorragenden Service.,,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,binden,to bind / tie,,,,0,,Wortschatz
other,bitten (um) (+Akk),to ask (for) / to request,Sie bat ihren Vorgesetzten um einen Tag Urlaub.,,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,Bock haben (auf),to feel like (doing something) / to be up for it,Ich hab keinen Bock mehr.,I don't feel like it anymore.,,0,corrected garbled original 'We hat mein Bock mehr'; slang,Redewendung
